epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-ablated-task-acc,val/val-id-hr-ablated-worst-group-task-acc,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-ablated-task-acc,val/val-id-lr-ablated-worst-group-task-acc,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-hr-ablated-task-acc,val/val-id-region-africa-lr-ablated-task-acc,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-hr-ablated-task-acc,val/val-id-region-americas-lr-ablated-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-hr-ablated-task-acc,val/val-id-region-asia-lr-ablated-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-hr-ablated-task-acc,val/val-id-region-europe-lr-ablated-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-hr-ablated-task-acc,val/val-id-region-oceania-lr-ablated-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-ablated-task-acc,val/val-od-hr-ablated-worst-group-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-ablated-task-acc,val/val-od-lr-ablated-worst-group-task-acc,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-hr-ablated-task-acc,val/val-od-region-africa-lr-ablated-task-acc,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-hr-ablated-task-acc,val/val-od-region-americas-lr-ablated-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-hr-ablated-task-acc,val/val-od-region-asia-lr-ablated-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-hr-ablated-task-acc,val/val-od-region-europe-lr-ablated-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-hr-ablated-task-acc,val/val-od-region-oceania-lr-ablated-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,960,,,,,,,,,,,,,,,,,,,0.1199164018034935,0.03585657477378845,0.5452408194541931,0.0,0.2951885461807251,0.22725585103034973,0.8999620079994202,0.0,0.35922667384147644,0.3033791184425354,0.9369502663612366,0.4000000059604645,0.9193758368492126,0.9457853436470032,0.9770311117172241,0.6414342522621155,0.410526305437088,0.5315789580345154,0.5789473652839661,1.6213527917861938,0.7947368621826172,0.09720416367053986,0.38459038734436035,0.518855631351471,1.7799617052078247,0.8003901243209839,0.19346453249454498,0.3033791184425354,0.48681768774986267,1.8753166198730469,0.8013368248939514,0.08921791613101959,0.3585801124572754,0.48310554027557373,1.953747034072876,0.7422171831130981,0.03585657477378845,0.5298804640769958,0.5816733241081238,1.5467535257339478,0.8446215391159058,0.49734389781951904,0.038334835320711136,1.499535083770752,2.5679547786712646,1.8742421865463257,0.7747974991798401,0.48310554027557373,0.7422171831130981,0.07768014073371887,0.025974025949835777,0.48144614696502686,0.0,0.24215178191661835,0.2550351917743683,0.8986032009124756,0.0,0.37268391251564026,0.3021111488342285,0.7170976400375366,0.10336238890886307,0.8698567748069763,0.5345789790153503,0.7584066390991211,0.6103895902633667,0.18057285249233246,0.37733498215675354,0.3985055983066559,2.1433770656585693,0.7708593010902405,0.07391039282083511,0.36177995800971985,0.46967387199401855,1.9848531484603882,0.7551051378250122,0.1540888100862503,0.3021111488342285,0.4384858012199402,2.160388231277466,0.7454501390457153,0.03414381667971611,0.4105018079280853,0.5112519264221191,1.8550761938095093,0.752457320690155,0.025974025949835777,0.4675324559211731,0.5137085318565369,1.709964632987976,0.8196248412132263,0.47803163528442383,0.024936864152550697,1.5217180252075195,2.564028024673462,1.967708945274353,0.7549585700035095,0.3985055983066559,0.7454501390457153
0,,,,960,0.4601043462753296,0.0006321112741716206,0.23868784308433533,0.19754056632518768,0.7693589329719543,0.03290676325559616,0.0,1.2877509593963623,0.873658299446106,0.2420986145734787,0.8577694892883301,0.8777584433555603,0.9377297759056091,0.30408287048339844,0.0,0.42015379667282104,0.3198678195476532,2.71590256690979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1921,,,,,,,,,,,,,,,,,,,0.14961247146129608,0.04780876636505127,0.5925281047821045,0.0,0.36508452892303467,0.32751578092575073,0.9109718799591064,0.0,0.4049464464187622,0.34422576427459717,0.9536706209182739,0.6263157725334167,0.9258777499198914,0.9580393433570862,0.9906985759735107,0.737051784992218,0.4421052634716034,0.4263157844543457,0.6473684310913086,1.3578948974609375,0.8526315689086914,0.17490246891975403,0.44343301653862,0.5877763032913208,1.4595469236373901,0.850130021572113,0.20089119672775269,0.34422576427459717,0.5763089656829834,1.5295774936676025,0.863349437713623,0.10307516902685165,0.4033789038658142,0.557706892490387,1.6513324975967407,0.7987850904464722,0.04780876636505127,0.6015936136245728,0.7211155295372009,1.1280428171157837,0.9083665609359741,0.5752851963043213,0.015755299478769302,1.077724814414978,2.1803202629089355,1.5547727346420288,0.8310546278953552,0.557706892490387,0.7987850904464722,0.09952297061681747,0.03751803934574127,0.5281948447227478,0.0,0.28634563088417053,0.40378549695014954,0.9022245407104492,0.0,0.42254582047462463,0.3394806981086731,0.7763494849205017,0.3798256516456604,0.8622370958328247,0.5639407634735107,0.8630367517471313,0.7229437232017517,0.18804483115673065,0.3760896623134613,0.4694894254207611,1.8790005445480347,0.80448317527771,0.12816214561462402,0.418012797832489,0.5376409888267517,1.672581672668457,0.807223379611969,0.15433147549629211,0.3394806981086731,0.4872603714466095,1.8901771306991577,0.801261842250824,0.04242110624909401,0.4663735032081604,0.5768235921859741,1.5469399690628052,0.81802898645401,0.03751803934574127,0.5252525210380554,0.630591630935669,1.3115150928497314,0.8759018778800964,0.5429073572158813,0.009269233793020248,1.1589865684509277,2.2614924907684326,1.6646220684051514,0.8124529123306274,0.4694894254207611,0.801261842250824
1,,,,1921,0.5117026567459106,0.0003160556370858103,0.2840556800365448,0.2349093109369278,0.8376177549362183,0.01645338162779808,0.0,1.0747649669647217,0.9071854948997498,0.3656763732433319,0.8962237238883972,0.9125161170959473,0.9560546875,0.4978671669960022,0.0,0.1907636523246765,0.5502517223358154,1.6496772766113281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2882,,,,,,,,,,,,,,,,,,,0.1396847516298294,0.043824702501297,0.6319776773452759,0.0,0.4847204089164734,0.4192350506782532,0.8802201747894287,0.0,0.38840025663375854,0.34422576427459717,0.9656884074211121,0.6631578803062439,0.9538361430168152,0.9624953866004944,0.9901290535926819,0.8804780840873718,0.43157893419265747,0.5105262994766235,0.6526315808296204,1.2781245708465576,0.8684210777282715,0.1300390064716339,0.41417425870895386,0.6144343018531799,1.357646107673645,0.8667100071907043,0.2083178609609604,0.34422576427459717,0.6167842745780945,1.4120500087738037,0.8808020949363708,0.10440395027399063,0.3832573890686035,0.5816249251365662,1.5783745050430298,0.8143507838249207,0.043824702501297,0.5577689409255981,0.7450199127197266,1.0195902585983276,0.9282868504524231,0.6035008430480957,0.032329026609659195,0.8589482307434082,1.9511373043060303,1.462673544883728,0.8474266529083252,0.5816249251365662,0.8143507838249207,0.09053477644920349,0.04526642709970474,0.5702234506607056,0.0,0.40749770402908325,0.4894443154335022,0.8620020747184753,0.0,0.4003012776374817,0.3353554904460907,0.7673110961914062,0.41594022512435913,0.8678756356239319,0.539432168006897,0.836394190788269,0.8109667897224426,0.20298878848552704,0.3673723638057709,0.47820672392845154,1.8970736265182495,0.8107098340988159,0.09478817135095596,0.3835720717906952,0.5572996139526367,1.6023030281066895,0.8282535672187805,0.15433147549629211,0.3353554904460907,0.5200194120407104,1.8126680850982666,0.8133947849273682,0.04526642709970474,0.44425761699676514,0.599068820476532,1.4626840353012085,0.8353595733642578,0.04617604613304138,0.4920634925365448,0.6709956526756287,1.2473739385604858,0.8917748928070068,0.5665578842163086,0.03275815770030022,0.9950145483016968,2.041064977645874,1.591221570968628,0.829425036907196,0.47820672392845154,0.8107098340988159
2,,,,2882,0.5435558557510376,0.00021070374350529164,0.3299480378627777,0.27843600511550903,0.8582931160926819,0.010968921706080437,0.0,1.0056945085525513,0.9241073727607727,0.4487989842891693,0.9160190224647522,0.9286128878593445,0.9648628830909729,0.5957749485969543,0.0,0.1425103396177292,0.6317473649978638,1.3145877122879028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
